pcode_ts,pcode_st,name_st,name_ts,candidate_name,party_name,votes
MMR009007,MMR009,Magway,Minbu,U Tint Lwin,National Unity Party (NUP),23226
MMR009014,MMR009,Magway,Mindon,U Htay Win,National Democratic Force,5535
MMR009014,MMR009,Magway,Mindon,U Soe Naing,Union Solidarity And Development Party,25873
MMR009014,MMR009,Magway,Mindon,U Tin Hlaing,National Unity Party (NUP),9246
MMR009013,MMR009,Magway,Minhla,U Win Tint,Union Solidarity And Development Party,44762
MMR009013,MMR009,Magway,Minhla,U Shwe Than,National Unity Party (NUP),31687
MMR009020,MMR009,Magway,Myaing,U Win Zaw,Union Of Myanmar Federation Of National Politics,8942
MMR009020,MMR009,Magway,Myaing,U Thein Tun,Union Solidarity And Development Party,109173
MMR009020,MMR009,Magway,Myaing,U Myo Myint,National Unity Party (NUP),8260
MMR009005,MMR009,Magway,Myothit,U Moe Min Win,Union Of Myanmar Federation Of National Politics,3619
MMR009005,MMR009,Magway,Myothit,U Tha Nyi,National Democratic Force,12695
MMR009005,MMR009,Magway,Myothit,U Myint Thu,Union Solidarity And Development Party,46986
MMR009005,MMR009,Magway,Myothit,U Tin Wun,National Unity Party (NUP),14812
MMR009006,MMR009,Magway,Natmauk,U Myint Pae,National Democratic Force,16873
MMR009006,MMR009,Magway,Natmauk,U Aung Kyaw Soe,Union Solidarity And Development Party,63108
MMR009006,MMR009,Magway,Natmauk,U Thein Nyunt,National Unity Party (NUP),25099
MMR009009,MMR009,Magway,Ngape,U Myint Htay,Union Solidarity And Development Party,18804
MMR009009,MMR009,Magway,Ngape,U Tin Sein,National Unity Party (NUP),11302
MMR009018,MMR009,Magway,Pakokku,U Aung San,Union Of Myanmar Federation Of National Politics,19120
MMR009018,MMR009,Magway,Pakokku,U Saw Hla,Union Solidarity And Development Party,105587
MMR009018,MMR009,Magway,Pakokku,U Thein Aung,National Unity Party (NUP),26817
MMR009021,MMR009,Magway,Pauk,U Thein Win,Union Of Myanmar Federation Of National Politics,15114
MMR009021,MMR009,Magway,Pauk,U Khin Maung Nyo,Union Solidarity And Development Party,57246
MMR009021,MMR009,Magway,Pauk,U Aung Soe Win,National Unity Party (NUP),15558
MMR009008,MMR009,Magway,Pwintbyu,U Aung Shein,Union Of Myanmar Federation Of National Politics,5618
MMR009008,MMR009,Magway,Pwintbyu,Dr. Tin Maung Nway,Union Solidarity And Development Party,62500
MMR009008,MMR009,Magway,Pwintbyu,U Tin Nway,National Unity Party (NUP),21327
MMR009010,MMR009,Magway,Salin,U Kyaw Swa Soe,National Political Alliances League,40072
MMR009010,MMR009,Magway,Salin,U Khin Maung Lwin,Union Solidarity And Development Party,57350
MMR009010,MMR009,Magway,Salin,U San Lwin,National Unity Party (NUP),26551
MMR009025,MMR009,Magway,Saw,U Maung Kyaing,Union Of Myanmar Federation Of National Politics,11524
MMR009025,MMR009,Magway,Saw,U Htay Maung,Union Solidarity And Development Party,19894
MMR009025,MMR009,Magway,Saw,U Aung San,National Unity Party (NUP),11510
MMR009022,MMR009,Magway,Seikphyu,U Ni Kone,Union Solidarity And Development Party,24534
MMR009022,MMR009,Magway,Seikphyu,U Shein Kyaw Win,National Unity Party (NUP),29777
MMR009011,MMR009,Magway,Sidoktaya,U Than Tun,Union Solidarity And Development Party,18846
MMR009011,MMR009,Magway,Sidoktaya,U Han Tun,National Unity Party (NUP),8270
MMR009017,MMR009,Magway,Sinbaungwe,U Aye Naing,Union Solidarity And Development Party,50825
MMR009017,MMR009,Magway,Sinbaungwe,U Maung Tun (A) Saya Tun,National Unity Party (NUP),18907
MMR009004,MMR009,Magway,Taungdwingyi,U Myint Soe,Union Of Myanmar Federation Of National Politics,4449
MMR009004,MMR009,Magway,Taungdwingyi,U Myint Oo,National Democratic Force,17490
MMR009004,MMR009,Magway,Taungdwingyi,U Than Win,Union Solidarity And Development Party,76893
MMR009004,MMR009,Magway,Taungdwingyi,U Soe Myint,National Unity Party (NUP),31699
MMR009012,MMR009,Magway,Thayet,U Win Kyaw,Union Solidarity And Development Party,50849
MMR009012,MMR009,Magway,Thayet,U Khin Maung,National Unity Party (NUP),14578
MMR009012,MMR009,Magway,Thayet,U Hla Myint,United Democracy Party,2668
MMR009024,MMR009,Magway,Tilin,U Ant Maw,Union Of Myanmar Federation Of National Politics,9025
MMR009024,MMR009,Magway,Tilin,U Khin Maung Htay,Union Solidarity And Development Party,14545
MMR009024,MMR009,Magway,Tilin,U Tun Yee,National Unity Party (NUP),6886
MMR009002,MMR009,Magway,Yenangyaung,Daw Win Maw Tun,Union Solidarity And Development Party,45057
MMR009002,MMR009,Magway,Yenangyaung,Daw Tin Moe (A) Ma Yaw,Union Of Myanmar Federation Of National Politics,903
MMR009002,MMR009,Magway,Yenangyaung,U Nay Win,National Democratic Force,14590
MMR009002,MMR009,Magway,Yenangyaung,U Tin Ngwe,National Unity Party (NUP),11513
MMR009019,MMR009,Magway,Yesagyo,U Myo Swe,Union Of Myanmar Federation Of National Politics,16830
MMR009019,MMR009,Magway,Yesagyo,U Soe Maung,Union Solidarity And Development Party,101146
MMR009019,MMR009,Magway,Yesagyo,U Ye Htut,National Unity Party (NUP),13868
MMR010006,MMR010,Mandalay,Amarapura,Dr. Thant Zin,National Democratic Force,30969
MMR010006,MMR010,Mandalay,Amarapura,U Thein Tun Oo,Union Solidarity And Development Party,50180
MMR010006,MMR010,Mandalay,Amarapura,U Tint Swe,National Unity Party (NUP),19875
MMR010001,MMR010,Mandalay,Aungmyaythazan,U Tin Win,Wunthanu NLD (The Union Of Myanmar),3697
MMR010001,MMR010,Mandalay,Aungmyaythazan,U Kyaw Aung,National Democratic Force,35486
MMR010001,MMR010,Mandalay,Aungmyaythazan,U Ko Gyee,Union Solidarity And Development Party,41697
MMR010001,MMR010,Mandalay,Aungmyaythazan,U Saw Lwin,National Unity Party (NUP),10761
MMR010002,MMR010,Mandalay,Chanayethazan,U Khin Maung Thet,National Democratic Force,29287
MMR010002,MMR010,Mandalay,Chanayethazan,Dr. Kyaw Myint,Union Solidarity And Development Party,30591
MMR010002,MMR010,Mandalay,Chanayethazan,U San Yin,National Unity Party (NUP),6558
MMR010002,MMR010,Mandalay,Chanayethazan,U Sein Hla,Independent Candidates,6657
MMR010004,MMR010,Mandalay,Chanmyathazi,U Aung Naing Soe,National Democratic Force,25672
MMR010004,MMR010,Mandalay,Chanmyathazi,U Tin Maung,Union Solidarity And Development Party,32381
MMR010004,MMR010,Mandalay,Chanmyathazi,U Khin Maung Win,National Unity Party (NUP),17516
MMR010004,MMR010,Mandalay,Chanmyathazi,U Sithu Aung,88 Generation Student Youths (Union Of Myanmar),11823
MMR010020,MMR010,Mandalay,Kyaukpadaung,U Hla Tun,Union Solidarity And Development Party,113697
MMR010020,MMR010,Mandalay,Kyaukpadaung,U Ye Maung,National Unity Party (NUP),34781
MMR010013,MMR010,Mandalay,Kyaukse,U Khin Maung Than,National Democratic Force,14170
MMR010013,MMR010,Mandalay,Kyaukse,U Thaung,Union Solidarity And Development Party,116178
MMR010013,MMR010,Mandalay,Kyaukse,U Tin Win,National Unity Party (NUP),7927
MMR018007,MMR018,Nay Pyi Taw,Lewe,U Tin Aye,Independent Candidates,11926
MMR018007,MMR018,Nay Pyi Taw,Lewe,U Htay Win,Union Solidarity And Development Party,86129
MMR018007,MMR018,Nay Pyi Taw,Lewe,U Myint Oo,National Unity Party (NUP),27654
MMR010009,MMR010,Mandalay,Madaya,Daw Swe Htwe,National Democratic Force,18614
MMR010009,MMR010,Mandalay,Madaya,U Pyei Maung,Union Solidarity And Development Party,55167
MMR010009,MMR010,Mandalay,Madaya,U Nyo Hmaing,National Unity Party (NUP),27701
MMR010003,MMR010,Mandalay,Mahaaungmyay,U Chit Swe,Democratic Party (Myanmar),7672
MMR010003,MMR010,Mandalay,Mahaaungmyay,U Saw Min Naing,National Democratic Force,24868
MMR010003,MMR010,Mandalay,Mahaaungmyay,Dr. Mya Aye,Union Solidarity And Development Party,30636
MMR010003,MMR010,Mandalay,Mahaaungmyay,Daw Thaung Thaung Nu,National Unity Party (NUP),9551
MMR010003,MMR010,Mandalay,Mahaaungmyay,U Wai Lin Aung,88 Generation Student Youths (Union Of Myanmar),4943
MMR010029,MMR010,Mandalay,Mahlaing,U Aye Mauk,Union Solidarity And Development Party,61878
MMR010029,MMR010,Mandalay,Mahlaing,U Khin Maung Than,National Unity Party (NUP),4057
MMR010029,MMR010,Mandalay,Mahlaing,U Khin Zaw,National Democratic Force,6517
MMR010029,MMR010,Mandalay,Mahlaing,U Ye Tun Naing,Independent Candidates,8472
MMR010028,MMR010,Mandalay,Meiktila,U Thein Aung,Union Solidarity And Development Party,117152
MMR010028,MMR010,Mandalay,Meiktila,U Kyaw Tint,National Unity Party (NUP),23284
MMR010028,MMR010,Mandalay,Meiktila,U Win Zaw,National Political Alliances League,13242
MMR010011,MMR010,Mandalay,Mogoke,U Toe Toe,National Democratic Force,17055
MMR010011,MMR010,Mandalay,Mogoke,U Ba Htay,Union Solidarity And Development Party,27289
MMR010011,MMR010,Mandalay,Mogoke,U Aye Saung,National Unity Party (NUP),7057
MMR010017,MMR010,Mandalay,Myingyan,U Htet Naing,National Democratic Force,16599
MMR010017,MMR010,Mandalay,Myingyan,U Win Myint,Union Solidarity And Development Party,92103
MMR010017,MMR010,Mandalay,Myingyan,U Thaung Shwe,National Unity Party (NUP),11360
MMR010017,MMR010,Mandalay,Myingyan,U Khin Maung Oo,Union Of Myanmar Federation Of National Politics,9759
MMR010015,MMR010,Mandalay,Myittha,Daw Aye Thandar Moe,Democratic Party (Myanmar),6851
MMR010015,MMR010,Mandalay,Myittha,U Kyaw San Win,National Democratic Force,12844
MMR010015,MMR010,Mandalay,Myittha,U Kyi Maung,Union Solidarity And Development Party,80183
MMR010015,MMR010,Mandalay,Myittha,U Sein Hlaing,National Unity Party (NUP),6820
MMR010019,MMR010,Mandalay,Natogyi,U Nyan Tun Aung,Union Solidarity And Development Party,98423
MMR010019,MMR010,Mandalay,Natogyi,U Sein Win,National Unity Party (NUP),7920
MMR010021,MMR010,Mandalay,Ngazun,Dr. Mya Oo,Union Solidarity And Development Party,42866
MMR010021,MMR010,Mandalay,Ngazun,U Myint Lwin,National Unity Party (NUP),16158
MMR010022,MMR010,Mandalay,Nyaung-U,U Soe Nway,National Democratic Force,23508
MMR010022,MMR010,Mandalay,Nyaung-U,U Aung Kyaing,Union Solidarity And Development Party,70486
MMR010022,MMR010,Mandalay,Nyaung-U,U Than Shein,National Unity Party (NUP),21917
MMR010007,MMR010,Mandalay,Patheingyi,Nan Shwe Kyar,Wunthanu NLD (The Union Of Myanmar),3761
MMR010007,MMR010,Mandalay,Patheingyi,U Min Aung,Democratic Party (Myanmar),1940
MMR010007,MMR010,Mandalay,Patheingyi,U Kyaw Soe Htaik,National Democratic Force,18552
MMR010007,MMR010,Mandalay,Patheingyi,U Aung Than,Union Solidarity And Development Party,49301
MMR010007,MMR010,Mandalay,Patheingyi,U Tun Kyi,National Unity Party (NUP),17854
MMR010007,MMR010,Mandalay,Patheingyi,U Khin Maung Lay,88 Generation Student Youths (Union Of Myanmar),1976
MMR010024,MMR010,Mandalay,Pyawbwe,U Myint Soe,Union Solidarity And Development Party,133029
MMR010024,MMR010,Mandalay,Pyawbwe,U San Tun,National Unity Party (NUP),19382
MMR010005,MMR010,Mandalay,Pyigyitagon,Dr. Than Thiet Oo,Wunthanu NLD (The Union Of Myanmar),2179
MMR010005,MMR010,Mandalay,Pyigyitagon,U Aung Naing,National Democratic Force,13226
MMR010005,MMR010,Mandalay,Pyigyitagon,U Maung Ko,Union Solidarity And Development Party,28392
MMR010005,MMR010,Mandalay,Pyigyitagon,U Maung Soe,National Unity Party (NUP),10203
MMR010005,MMR010,Mandalay,Pyigyitagon,U Myint Khaing,88 Generation Student Youths (Union Of Myanmar),5791
MMR018006,MMR018,Nay Pyi Taw,Pyinmana,U Hla Myint Oo,Union Solidarity And Development Party,73021
MMR018006,MMR018,Nay Pyi Taw,Pyinmana,U Nyan Shwe,National Unity Party (NUP),11707
MMR018006,MMR018,Nay Pyi Taw,Pyinmana,U Thein Lwin,National Political Alliances League,9769
MMR010008,MMR010,Mandalay,Pyinoolwin,Dr. Myint Aung,Union Solidarity And Development Party,77441
MMR010008,MMR010,Mandalay,Pyinoolwin,U Maung Maung Oo,National Unity Party (NUP),34626
MMR010010,MMR010,Mandalay,Singu,U Sein Aung Kyaw,National Democratic Force,7445
MMR010010,MMR010,Mandalay,Singu,U Aung San,Union Solidarity And Development Party,34813
MMR010010,MMR010,Mandalay,Singu,U Chit Oo,National Unity Party (NUP),13893
MMR010014,MMR010,Mandalay,Sintgaing,U Tun Sein,National Democratic Force,13102
MMR010014,MMR010,Mandalay,Sintgaing,U Kyi Pyone,Union Solidarity And Development Party,52209
MMR010014,MMR010,Mandalay,Sintgaing,U Taw Kaung,National Unity Party (NUP),9731
MMR010016,MMR010,Mandalay,Tada-U,U Nan Htaik,National Democratic Force,8752
MMR010016,MMR010,Mandalay,Tada-U,U Tin Aye,Union Solidarity And Development Party,69074
MMR010016,MMR010,Mandalay,Tada-U,U Pyi Aye,National Unity Party (NUP),3180
MMR010016,MMR010,Mandalay,Tada-U,U Tin Ohn,United Democracy Party,1750
MMR010005,MMR010,Mandalay,Pyigyitagon,U Maung Oo,Union Solidarity And Development Party,106803
MMR010005,MMR010,Mandalay,Pyigyitagon,U Than,National Unity Party (NUP),6717
MMR010005,MMR010,Mandalay,Pyigyitagon,U Wun Maung,Independent Candidates,4416
MMR010018,MMR010,Mandalay,Taungtha,U Maung Maung Toe,National Democratic Force,3106
MMR010018,MMR010,Mandalay,Taungtha,U Aung Thaung,Union Solidarity And Development Party,122171
MMR010018,MMR010,Mandalay,Taungtha,U Khin Maung Win,National Unity Party (NUP),6204
MMR010012,MMR010,Mandalay,Thabeikkyin,U Aung Aung San (A) U Poe Aung,National Democratic Force,6033
MMR010012,MMR010,Mandalay,Thabeikkyin,U Khin Maung Nyunt,Union Solidarity And Development Party,31079
MMR010012,MMR010,Mandalay,Thabeikkyin,U Thwin,National Unity Party (NUP),12148
MMR010030,MMR010,Mandalay,Thazi,U Tun Han,National Unity Party (NUP),12305
MMR010030,MMR010,Mandalay,Thazi,U Myint Htay,National Democratic Force,18483
MMR010030,MMR010,Mandalay,Thazi,U Than Soe,Union Solidarity And Development Party,69939
MMR010031,MMR010,Mandalay,Wundwin,U Than Myint,Union Solidarity And Development Party,74288
MMR010031,MMR010,Mandalay,Wundwin,U Kyaw Myint,National Unity Party (NUP),29210
MMR010031,MMR010,Mandalay,Wundwin,U Ko Ko,National Democratic Force,16251
MMR010023,MMR010,Mandalay,Yamethin,U Htaik Thu,National Democratic Force,9980
MMR010023,MMR010,Mandalay,Yamethin,U Bo Ni,Union Solidarity And Development Party,109599
MMR010023,MMR010,Mandalay,Yamethin,U Tun Phyu,National Unity Party (NUP),18562
MMR018001,MMR018,Nay Pyi Taw,Zay Yar Thi Ri,U Thura Shwe Mann,Union Solidarity And Development Party,60503
MMR018001,MMR018,Nay Pyi Taw,Zay Yar Thi Ri,U Chit Sein,National Unity Party (NUP),2253
MMR018005,MMR018,Nay Pyi Taw,Poke Ba Thi Ri,U Thiha Thura Tin Aung Myint Oo,Union Solidarity And Development Party,44305
MMR018005,MMR018,Nay Pyi Taw,Poke Ba Thi Ri,U Hla Shwe,National Unity Party (NUP),4615
MMR018008,MMR018,Nay Pyi Taw,Oke Ta Ra Thi Ri,U Kyaw Swa Khine,Union Solidarity And Development Party,26885
MMR018008,MMR018,Nay Pyi Taw,Oke Ta Ra Thi Ri,U Kyee Myint,National Unity Party (NUP),6734
MMR018002,MMR018,Nay Pyi Taw,Za Bu Thi Ri,U Thein Sein,Union Solidarity And Development Party,65620
MMR018002,MMR018,Nay Pyi Taw,Za Bu Thi Ri,U Kyaw Aye,National Unity Party (NUP),6257
MMR018004,MMR018,Nay Pyi Taw,Det Khi Na Thi Ri,U Myint Hlaing,Union Solidarity And Development Party,13398
MMR018004,MMR018,Nay Pyi Taw,Det Khi Na Thi Ri,U Mya Han,National Unity Party (NUP),1466
MMR011010,MMR011,Mon,Bilin,Dr. Soe Moe Aung,Union Solidarity And Development Party,26771
MMR011010,MMR011,Mon,Bilin,U Than Soe,National Unity Party (NUP),22492
MMR011003,MMR011,Mon,Chaungzon,U Hla Maung,All Mon Region Democracy Party,23183
MMR011003,MMR011,Mon,Chaungzon,U Myo Min Hlaing,Union Solidarity And Development Party,20039
MMR011003,MMR011,Mon,Chaungzon,U San Pwint,National Unity Party (NUP),6274
MMR011002,MMR011,Mon,Kyaikmaraw,Nai Ngwe Thein (Nai Janu),All Mon Region Democracy Party,17199
MMR011002,MMR011,Mon,Kyaikmaraw,Dr.Myint Swe,Democratic Party (Myanmar),4715
MMR011002,MMR011,Mon,Kyaikmaraw,Daw Mi Yin Chan,Union Solidarity And Development Party,18922
MMR011002,MMR011,Mon,Kyaikmaraw,U Thein Myint (1),National Unity Party (NUP),4715
MMR011002,MMR011,Mon,Kyaikmaraw,Daw Nan Tin Tin Nwe,Phalon-Sawaw Democratic Party,4425
MMR011009,MMR011,Mon,Kyaikto,U Myint Lwin,Union Solidarity And Development Party,26877
MMR011009,MMR011,Mon,Kyaikto,U Tun Myint Aung,National Unity Party (NUP),23035
MMR011001,MMR011,Mon,Mawlamyine,U Hla Khaing,All Mon Region Democracy Party,25938
MMR011001,MMR011,Mon,Mawlamyine,U Aye Myint,Union Solidarity And Development Party,47141
MMR011001,MMR011,Mon,Mawlamyine,U Aung Win,National Unity Party (NUP),22604
MMR011005,MMR011,Mon,Mudon,U Aye Maung,All Mon Region Democracy Party,24867
MMR011005,MMR011,Mon,Mudon,U Mya Thein,Union Solidarity And Development Party,29900
MMR011005,MMR011,Mon,Mudon,U Maung Maung Myint,National Unity Party (NUP),4173
MMR011005,MMR011,Mon,Mudon,U Tin Saing,National Democratic Force,24867
MMR011008,MMR011,Mon,Paung,U Kyaw Swe,All Mon Region Democracy Party,30347
MMR011008,MMR011,Mon,Paung,U Khin Maung Myint,National Unity Party (NUP),35961
MMR011004,MMR011,Mon,Thanbyuzayat,U Thein Aung,All Mon Region Democracy Party,11789
MMR011004,MMR011,Mon,Thanbyuzayat,U Khin Maung Oo,Union Solidarity And Development Party,11585
MMR011004,MMR011,Mon,Thanbyuzayat,U Aye Pe,National Unity Party (NUP),5623
MMR011004,MMR011,Mon,Thanbyuzayat,U Sein Mya Aung,Independent Candidates,2562
MMR011007,MMR011,Mon,Thaton,U Saw Ba Thein,Union Solidarity And Development Party,35253
MMR011007,MMR011,Mon,Thaton,U Aung Chit,National Unity Party (NUP),34877
MMR011006,MMR011,Mon,Ye,Daw Myint Myaint Than,All Mon Region Democracy Party,34605
MMR011006,MMR011,Mon,Ye,Dr. Min Kyaw Tun,Union Solidarity And Development Party,15983
MMR011006,MMR011,Mon,Ye,U Hla Maung,National Unity Party (NUP),5494
MMR012014,MMR012,Rakhine,Ann,U Thein Swe,Union Solidarity And Development Party,44313
MMR012014,MMR012,Rakhine,Ann,U Nyi Lwe,National Unity Party (NUP),5735
MMR012010,MMR012,Rakhine,Buthidaung,U Abdul Tahil,National Democratic Party For Development,47802
MMR012010,MMR012,Rakhine,Buthidaung,U Ba Thein,Rakhine Nationals Development Party,15564
MMR012010,MMR012,Rakhine,Buthidaung,U Shwe Maung (A) Adul Razat,Union Solidarity And Development Party,51985
MMR012010,MMR012,Rakhine,Buthidaung,U Aung Hla,Independent Candidates,14558
MMR012017,MMR012,Rakhine,Gwa,U Nyi Lay (A) U Kyi Tha,Union Solidarity And Development Party,13219
MMR012017,MMR012,Rakhine,Gwa,U Maung Kyung,National Unity Party (NUP),11183
MMR012011,MMR012,Rakhine,Kyaukpyu,U Ba Shin,Rakhine Nationals Development Party,22975
MMR012011,MMR012,Rakhine,Kyaukpyu,U Wai Khaing,Union Solidarity And Development Party,14626
MMR012011,MMR012,Rakhine,Kyaukpyu,U San Kyaw Shwe,National Unity Party (NUP),5103
MMR012004,MMR012,Rakhine,Kyauktaw,U Maung Sein,National Democratic Party For Development,14967
MMR012004,MMR012,Rakhine,Kyauktaw,U Tha Sein,Rakhine Nationals Development Party,44104
MMR012004,MMR012,Rakhine,Kyauktaw,U Hla Tun Oo,National Unity Party (NUP),4037
MMR012004,MMR012,Rakhine,Kyauktaw,U Maung Tharzan,Union Solidarity And Development Party,44104
MMR012009,MMR012,Rakhine,Maungdaw,U Nurul Hauk,National Democratic Party For Development,68523
MMR012009,MMR012,Rakhine,Maungdaw,U Kyaw Aye,National Unity Party (NUP),5114
MMR012009,MMR012,Rakhine,Maungdaw,U Zawki Armad (A) Aung Zaw Win,Union Solidarity And Development Party,137691
MMR012005,MMR012,Rakhine,Minbya,U Aung Sein Thar,Rakhine Nationals Development Party,30772
MMR012005,MMR012,Rakhine,Minbya,U Maung Nu Chaw,National Unity Party (NUP),8352
MMR012005,MMR012,Rakhine,Minbya,U Kyaw Min,Union Solidarity And Development Party,15817
MMR012003,MMR012,Rakhine,Mrauk-U,U San Maung,Union Solidarity And Development Party,20139
MMR012003,MMR012,Rakhine,Mrauk-U,U Saw Shwe,National Unity Party (NUP),9556
MMR012003,MMR012,Rakhine,Mrauk-U,U Aung Tun Tha,Rakhine Nationals Development Party,47223
MMR012012,MMR012,Rakhine,Munaung,U Tun Myint,Democratic Party (Myanmar),3606
MMR012012,MMR012,Rakhine,Munaung,U Saw Nyunt,National Unity Party (NUP),4502
MMR012012,MMR012,Rakhine,Munaung,U Aung Sein,Union Solidarity And Development Party,6320
MMR012012,MMR012,Rakhine,Munaung,U Than Maung,Independent Candidates,6160
MMR012012,MMR012,Rakhine,Munaung,U Tin Nu,Independent Candidates,3640
MMR012006,MMR012,Rakhine,Myebon,U Pe Than,Rakhine Nationals Development Party,15187
MMR012006,MMR012,Rakhine,Myebon,U Maung Hla,National Unity Party (NUP),4367
MMR012006,MMR012,Rakhine,Myebon,U Shwe Man Tin,Union Solidarity And Development Party,10005
MMR012007,MMR012,Rakhine,Pauktaw,U Aung Kyaw Zan,Rakhine Nationals Development Party,30550
MMR012007,MMR012,Rakhine,Pauktaw,U Tun Myint,National Unity Party (NUP),5883
MMR012007,MMR012,Rakhine,Pauktaw,U Tun Aung Khaing,Union Solidarity And Development Party,11551
MMR012002,MMR012,Rakhine,Ponnagyun,U Tun Aung Kyaw,Rakhine Nationals Development Party,27698
MMR012002,MMR012,Rakhine,Ponnagyun,U Win Shwe Khaing,Rakhine State National Force Of Myanmar,2398
MMR012002,MMR012,Rakhine,Ponnagyun,U Maung Tun Hla,National Unity Party (NUP),7475
MMR012002,MMR012,Rakhine,Ponnagyun,U Wai Maung Than,Union Solidarity And Development Party,10514
MMR012013,MMR012,Rakhine,Ramree,U Tun Shwe Khine,Rakhine Nationals Development Party,17133
MMR012013,MMR012,Rakhine,Ramree,U Ba Tee,Union Solidarity And Development Party,20165
MMR012008,MMR012,Rakhine,Rathedaung,Daw Khin Saw Wai,Rakhine Nationals Development Party,297494
MMR012008,MMR012,Rakhine,Rathedaung,U Oo Tharzan,National Unity Party (NUP),6092
MMR012008,MMR012,Rakhine,Rathedaung,U Thein Tun,Union Solidarity And Development Party,16618
MMR012001,MMR012,Rakhine,Sittwe,U Maung Nyo,Rakhine Nationals Development Party,40023
MMR012001,MMR012,Rakhine,Sittwe,U Zaw Win,Kaman National Progressive Party,2621
MMR012001,MMR012,Rakhine,Sittwe,U Maung Maung Ni,National Democratic Party For Development,14916
MMR012001,MMR012,Rakhine,Sittwe,U Arman Hinzar (A) U Sein Hla,Independent Candidates,11839
MMR012001,MMR012,Rakhine,Sittwe,U Oo Saw Maung,National Unity Party (NUP),2483
MMR012001,MMR012,Rakhine,Sittwe,U Kaung San She,Union Solidarity And Development Party,20168
MMR012015,MMR012,Rakhine,Thandwe,U Tin Hlaing Win,Kaman National Progressive Party,5120
MMR012015,MMR012,Rakhine,Thandwe,U Tin Win,Rakhine Nationals Development Party,10285
MMR012015,MMR012,Rakhine,Thandwe,U Maung Maung Thein,Rakhine State National Force Of Myanmar,6883
MMR012015,MMR012,Rakhine,Thandwe,U Ba Saw,National Unity Party (NUP),8095
MMR012015,MMR012,Rakhine,Thandwe,U Ye Tun,Union Solidarity And Development Party,16233
MMR012016,MMR012,Rakhine,Toungup,Dr. San Hlaing,Union Solidarity And Development Party,19723
MMR012016,MMR012,Rakhine,Toungup,U Maung Kon,National Unity Party (NUP),10814
MMR005014,MMR005,Sagaing,Ayadaw,U Kyaw Myint,Union Solidarity And Development Party,51967
MMR005014,MMR005,Sagaing,Ayadaw,U Aung Myint,National Unity Party (NUP),16141
MMR005023,MMR005,Sagaing,Banmauk,U Kyaw Nyunt,Shan Nationalities Democratic Party,6862
MMR005023,MMR005,Sagaing,Banmauk,U Kyaw Than,Union Solidarity And Development Party,17238
MMR005023,MMR005,Sagaing,Banmauk,U Chit Han,National Unity Party (NUP),10771
MMR005013,MMR005,Sagaing,Budalin,U Than Nwe,Union Solidarity And Development Party,43847
MMR005013,MMR005,Sagaing,Budalin,U Chit Maung (A) U Chit,National Unity Party (NUP),13498
MMR005015,MMR005,Sagaing,Chaung-U,U Nay Win,National Democratic Force,10337
MMR005015,MMR005,Sagaing,Chaung-U,U Saw Hla Tun,Union Solidarity And Development Party,28343
MMR005015,MMR005,Sagaing,Chaung-U,U Maung Ko,National Unity Party (NUP),5662
MMR005033,MMR005,Sagaing,Hkamti,U Hla Tun,Union Solidarity And Development Party,9037
MMR005033,MMR005,Sagaing,Hkamti,U Aye Pae,National Unity Party (NUP),2376
MMR005034,MMR005,Sagaing,Homalin,U Kyaw Kyaw,Shan Nationalities Democratic Party,17168
MMR005034,MMR005,Sagaing,Homalin,U Aye,Union Solidarity And Development Party,23132
MMR005034,MMR005,Sagaing,Homalin,U Than Nyunt,National Unity Party (NUP),19762
MMR005021,MMR005,Sagaing,Indaw,U Kyaw Naing Htay,Union Solidarity And Development Party,21171
MMR005021,MMR005,Sagaing,Indaw,U Tin Oo,National Unity Party (NUP),19806
MMR005027,MMR005,Sagaing,Kale,U Tin Hlaing,Union Solidarity And Development Party,49575
MMR005027,MMR005,Sagaing,Kale,U Aung Moe,National Unity Party (NUP),32629
MMR005027,MMR005,Sagaing,Kale,U Khaw Tuan Luai,Chin Progressive Party,29712
MMR005028,MMR005,Sagaing,Kalewa,U Chit Than,Union Solidarity And Development Party,12972
MMR005028,MMR005,Sagaing,Kalewa,U Soe Thein,National Unity Party (NUP),14741
MMR005007,MMR005,Sagaing,Kanbalu,Dr.Chan Nyein,Union Solidarity And Development Party,101223
MMR005007,MMR005,Sagaing,Kanbalu,U Win Maung,National Unity Party (NUP),18349
MMR005017,MMR005,Sagaing,Kani,U Kyant Tun,Union Solidarity And Development Party,64535
MMR005017,MMR005,Sagaing,Kani,U Aung Maung,National Unity Party (NUP),5217
MMR005020,MMR005,Sagaing,Katha,U Moe Zaw Hain,Union Solidarity And Development Party,29774
MMR005020,MMR005,Sagaing,Katha,U Khin Nyunt,National Unity Party (NUP),22002
MMR005020,MMR005,Sagaing,Katha,U Mwe Tin,Independent Candidates,2250
MMR005020,MMR005,Sagaing,Katha,U Mya Than,Independent Candidates,1265
MMR005024,MMR005,Sagaing,Kawlin,U Myo Zaw Aung,National Democratic Force,25011
MMR005024,MMR005,Sagaing,Kawlin,U Tin Win,Union Solidarity And Development Party,27184
MMR005024,MMR005,Sagaing,Kawlin,U Myint Than,National Unity Party (NUP),12190
MMR005005,MMR005,Sagaing,Khin-U,U Khin Maung Shwe,Union Solidarity And Development Party,60546
MMR005005,MMR005,Sagaing,Khin-U,U Soe Maung,National Unity Party (NUP),12766
